Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-17,120.01,328.31,5.95,20.29,13.61,15.7,19.26,1.76,22.11,2.73,3.04,2.25,,0.57,0.59,12.57,94.01,0.44,151.47,0.0,0.0,40.04,753.63,0.05
2024-01-18,126.65,336.03,9.14,18.51,13.27,15.53,16.87,2.07,17.38,3.32,3.62,2.62,,0.64,0.7,12.75,97.0,0.41,214.28,0.0,0.0,27.34,753.76,0.06
2024-01-19,107.37,301.66,8.41,19.25,14.97,14.91,17.44,1.97,27.39,3.03,3.67,2.65,,0.78,0.78,13.61,85.42,0.48,212.39,0.0,0.0,78.88,754.11,0.06
2024-01-20,126.56,347.16,7.47,20.15,15.21,14.79,6.62,1.7,22.85,1.9,1.67,0.8,,0.82,0.84,13.2,88.42,0.57,239.45,0.0,0.0,103.7,754.07,0.06
2024-01-21,133.98,292.48,10.97,16.86,16.43,13.92,7.17,1.6,20.58,1.82,1.73,0.93,,0.75,0.74,11.55,94.4,0.65,241.8,0.0,0.0,38.42,753.95,0.06
2024-01-22,151.27,369.17,16.08,20.1,21.91,14.93,8.89,2.07,21.4,2.41,2.59,1.29,,1.07,0.95,12.04,88.13,0.49,211.33,0.0,0.0,97.5,754.33,0.05
2024-01-23,123.78,337.74,8.62,31.7,21.35,17.81,9.8,1.89,22.2,2.22,2.11,1.44,,0.68,0.75,10.72,96.58,0.58,233.8,0.0,0.0,50.94,754.01,0.06
2024-01-24,115.17,305.73,5.98,19.2,13.0,16.97,10.74,2.07,36.34,2.18,2.03,1.23,,0.62,0.69,11.4,97.6,0.54,227.18,0.0,0.0,38.79,754.05,0.06
2024-01-25,133.79,334.31,11.22,30.38,23.28,18.24,5.22,1.69,30.01,1.7,1.52,0.65,,0.88,0.82,12.69,86.55,0.49,234.09,0.0,0.0,95.26,754.45,0.06
2024-01-26,162.1,400.6,13.08,36.27,27.91,19.41,5.98,2.06,21.21,2.12,1.61,0.65,,0.77,0.8,12.34,90.23,0.52,224.68,0.0,0.0,99.37,754.55,0.05
2024-01-27,128.65,304.56,5.84,18.64,12.65,16.47,6.27,1.65,29.41,1.84,1.36,0.62,,0.69,0.73,13.44,85.81,0.54,211.68,0.0,0.0,114.22,754.45,0.05
2024-01-28,164.68,392.47,9.06,22.84,17.5,17.05,7.9,1.96,17.88,2.34,1.91,0.7,,0.81,0.83,13.72,89.57,0.41,175.06,0.0,0.0,72.44,754.23,0.05
2024-01-29,187.11,421.42,15.56,24.9,23.88,17.95,8.18,2.29,19.38,2.6,2.51,0.91,,1.33,1.19,14.48,87.48,0.43,194.08,0.0,0.0,101.08,754.02,0.05
2024-01-30,183.11,433.88,19.81,25.06,27.26,17.7,8.9,2.24,22.53,2.45,3.02,0.99,,1.66,1.39,15.66,84.27,0.44,194.74,0.0,0.0,100.47,753.86,0.05
2024-01-31,181.25,479.91,24.71,27.6,30.56,18.07,9.75,2.63,23.02,2.48,3.2,1.19,,1.97,1.68,16.47,82.52,0.38,201.44,0.0,0.0,91.78,753.81,0.05
2024-02-01,162.38,433.74,26.86,28.95,34.87,21.54,11.31,2.01,26.12,2.59,3.98,1.34,,2.5,2.11,17.5,80.9,0.5,159.49,0.0,0.0,107.91,753.84,0.05
2024-02-02,146.04,387.7,15.45,35.01,28.68,26.4,8.45,1.97,25.81,1.93,2.32,0.94,,1.37,1.38,18.29,75.34,0.68,230.69,0.0,0.0,108.11,753.66,0.06
2024-02-03,72.99,221.19,4.7,24.96,14.87,18.03,7.23,1.0,28.8,1.36,1.19,0.63,,0.71,0.79,18.09,63.77,0.9,230.7,0.0,0.0,125.99,753.74,0.07
2024-02-04,76.46,227.31,8.66,26.78,19.05,18.3,8.19,1.07,26.26,1.38,1.53,0.61,,0.74,0.76,17.96,66.16,0.62,221.81,0.0,0.0,114.82,754.0,0.05
2024-02-05,90.94,194.65,6.69,23.41,15.5,16.8,8.36,1.27,16.1,1.61,1.44,0.66,,0.83,0.82,16.98,95.27,0.48,226.13,0.03,0.03,65.26,753.93,0.06
2024-02-06,54.87,124.82,6.26,21.81,14.23,17.21,6.97,1.0,17.6,1.31,1.24,0.64,,0.74,0.79,17.04,94.22,0.65,242.94,0.0,0.0,61.68,753.89,0.06
2024-02-07,62.04,151.0,5.78,23.68,15.7,18.01,7.07,1.07,30.15,1.26,1.05,0.58,,0.64,0.67,16.79,70.79,0.89,215.29,0.0,0.0,155.4,754.04,0.06
2024-02-08,72.77,182.4,4.5,21.89,14.68,17.23,7.09,1.18,34.92,1.18,0.97,0.56,,0.62,0.64,15.93,63.94,0.89,203.72,0.0,0.0,147.26,753.94,0.06
2024-02-09,86.37,221.88,9.85,26.18,21.39,18.86,7.93,2.03,31.75,1.8,1.69,0.67,,1.03,0.88,15.93,65.3,0.52,205.29,0.0,0.0,142.06,754.39,0.05
2024-02-10,114.91,291.88,13.81,27.57,25.29,18.7,8.32,2.17,30.93,2.01,2.04,0.75,,1.22,1.04,16.39,69.59,0.53,216.55,0.0,0.0,152.04,754.47,0.05
2024-02-11,132.23,315.12,13.48,26.45,24.46,16.37,8.75,2.07,30.73,2.2,2.1,0.75,,1.26,1.04,17.06,65.64,0.48,204.05,0.0,0.0,155.56,754.44,0.05
2024-02-12,131.35,327.98,15.86,28.44,27.53,14.88,9.16,2.03,27.97,2.06,2.38,0.85,,1.51,1.2,18.38,69.14,0.45,185.76,0.0,0.0,131.28,754.31,0.05
2024-02-13,122.38,284.16,7.99,26.6,20.08,15.51,9.44,1.41,25.12,1.89,2.24,0.79,,1.17,1.11,18.32,83.18,0.5,150.16,0.04,0.04,82.97,754.09,0.05
2024-02-14,78.41,162.46,7.4,19.43,15.78,13.89,8.78,1.33,17.19,2.0,1.91,0.71,,1.06,0.94,18.52,97.48,0.4,163.06,0.06,0.06,56.22,753.9,0.05
2024-02-15,74.44,175.14,6.9,18.35,14.78,14.18,8.24,1.22,20.52,2.01,1.69,0.68,,0.87,0.88,18.93,91.1,0.45,230.49,0.0,0.0,116.17,754.17,0.05
2024-02-16,65.98,178.06,7.58,21.93,17.47,14.15,8.02,1.01,19.72,1.55,1.46,0.69,,0.92,0.91,19.37,86.0,0.52,217.74,0.0,0.0,149.38,754.22,0.05
2024-02-17,92.59,209.74,6.11,24.53,15.72,15.61,7.53,0.86,30.22,1.36,1.29,0.62,,0.85,0.86,20.06,76.06,0.7,211.97,0.0,0.0,127.67,753.56,0.06
2024-02-18,89.04,217.57,12.49,24.76,22.93,14.42,6.82,1.13,32.57,1.68,1.83,0.72,,1.16,0.99,19.32,69.27,0.51,208.1,0.0,0.0,155.2,753.57,0.05
2024-02-19,110.42,298.37,20.42,32.06,32.67,17.49,8.75,1.32,29.53,2.11,2.99,0.94,,1.73,1.44,19.85,68.42,0.47,148.19,0.0,0.0,150.33,753.52,0.05
2024-02-20,108.05,286.92,7.46,32.7,23.04,14.52,8.94,1.19,29.6,1.69,1.79,0.74,,1.08,1.04,21.75,67.74,0.52,154.77,0.0,0.0,141.04,753.03,0.05
2024-02-21,54.53,163.32,9.39,25.86,21.01,12.77,8.24,0.81,25.46,1.5,1.69,0.7,,1.1,0.98,22.4,74.19,0.7,197.37,0.01,0.01,149.35,752.87,0.06
2024-02-22,48.16,124.45,8.13,22.83,18.36,12.33,7.0,0.7,24.6,1.4,1.48,0.66,,0.87,0.88,21.62,77.64,0.54,188.12,0.03,0.03,135.01,753.06,0.05
2024-02-23,69.66,192.39,7.32,25.39,19.07,11.14,6.47,0.85,28.82,1.81,1.52,0.66,,0.85,0.88,20.48,65.81,0.64,224.38,0.0,0.0,125.26,753.52,0.06
2024-02-24,81.02,226.26,13.97,30.69,27.21,14.51,6.78,1.05,29.79,2.0,1.97,0.69,,1.19,0.97,17.98,60.46,0.48,198.89,0.0,0.0,84.22,753.76,0.05
2024-02-25,90.05,233.97,12.26,32.26,26.68,13.13,7.07,1.02,31.41,2.01,1.98,0.7,,1.11,0.97,19.45,59.02,0.58,218.8,0.0,0.0,134.02,753.91,0.05
2024-02-26,99.68,267.04,12.58,32.88,27.36,14.92,7.08,1.12,33.03,1.64,1.62,0.65,,1.07,0.92,20.28,61.13,0.53,206.54,0.0,0.0,140.46,754.01,0.05
2024-02-27,101.17,272.96,13.12,30.42,26.34,14.32,7.38,1.1,34.04,1.32,1.42,0.66,,0.9,1.09,20.74,62.94,0.57,212.63,0.0,0.0,123.99,753.76,0.06
2024-02-28,64.02,157.1,5.69,24.71,16.34,13.09,7.58,0.78,36.28,1.09,0.98,0.55,,0.65,0.85,20.34,66.89,0.83,214.06,0.0,0.0,170.52,753.48,0.07
2024-02-29,61.41,164.85,6.28,28.66,19.78,13.42,7.51,0.78,42.82,1.22,1.06,0.55,,0.73,0.72,21.01,59.2,0.73,216.68,0.0,0.0,175.23,753.57,0.06
2024-03-01,76.4,226.22,10.16,28.74,23.15,14.01,8.26,1.09,33.22,1.96,1.77,0.66,,1.12,0.91,21.25,64.24,0.55,210.1,0.0,0.0,175.61,753.7,0.06
2024-03-02,80.01,229.68,9.11,27.1,21.41,15.84,8.08,1.04,36.72,2.01,1.83,0.65,,0.96,0.95,22.32,63.96,0.6,207.75,0.0,0.0,155.11,753.56,0.06
2024-03-03,49.34,109.54,6.29,18.28,14.5,16.73,7.44,0.67,28.19,1.58,1.5,0.57,,0.79,0.79,19.98,92.47,0.55,201.32,0.02,0.02,55.99,753.34,0.06
2024-03-04,48.76,117.55,6.9,18.83,15.28,17.0,7.65,0.7,29.03,1.54,1.45,0.54,,0.86,0.82,22.6,74.67,0.68,224.3,0.01,0.01,181.41,753.38,0.06
2024-03-05,45.33,123.79,5.22,16.5,12.68,15.35,6.95,0.62,34.88,1.51,1.22,0.53,,0.66,0.7,21.23,63.96,1.14,244.11,0.0,0.0,201.36,753.6,0.08
2024-03-06,52.89,152.9,5.77,19.98,14.86,16.77,7.83,0.76,36.77,1.6,1.3,0.51,,0.73,0.68,19.63,50.98,0.89,227.33,0.0,0.0,200.73,753.55,0.07
2024-03-07,61.63,170.11,4.97,21.35,14.47,16.99,7.84,0.86,42.0,1.57,1.3,0.51,,0.69,0.68,20.47,51.77,0.75,228.28,0.0,0.0,194.79,753.45,0.06
2024-03-08,63.36,170.98,5.52,21.65,15.37,15.27,7.97,0.89,37.24,1.72,1.42,0.72,,0.83,0.66,21.69,52.0,0.91,231.38,0.0,0.0,198.81,753.52,0.07
2024-03-09,57.84,162.91,5.43,23.2,16.32,14.92,7.34,0.94,28.18,1.52,1.34,0.57,,0.72,0.69,22.1,46.34,1.01,236.06,0.0,0.0,197.85,753.6,0.07
2024-03-10,73.95,199.73,6.82,25.07,18.47,15.87,7.76,1.21,26.56,1.81,1.69,0.63,,0.89,0.82,21.47,53.98,0.57,214.78,0.0,0.0,193.92,753.83,0.06
2024-03-11,89.88,244.07,8.52,24.22,19.31,16.4,7.35,1.38,22.17,1.9,1.82,0.66,,0.95,0.91,22.08,58.77,0.5,208.53,0.0,0.0,165.82,753.81,0.05
2024-03-12,77.79,195.47,5.39,23.41,16.25,15.4,8.32,1.05,23.13,1.76,1.51,0.61,,0.78,0.85,24.31,55.22,0.71,225.76,0.0,0.0,144.85,753.22,0.06
2024-03-13,60.65,176.68,7.06,19.97,15.93,15.39,12.15,1.1,23.41,1.76,1.66,0.64,,0.84,0.87,25.45,47.27,0.6,216.03,0.0,0.0,171.16,753.12,0.06
2024-03-14,86.82,250.32,14.0,23.5,22.03,17.67,10.1,1.21,30.34,1.89,1.82,0.64,,0.95,0.97,25.48,48.14,0.62,220.89,0.0,0.0,183.22,753.23,0.06
2024-03-15,87.56,227.59,10.4,23.38,20.51,17.61,9.54,1.1,32.01,1.85,1.84,0.67,,1.03,1.1,25.5,49.85,0.63,215.43,0.0,0.0,185.17,753.31,0.05
2024-03-16,89.06,230.07,9.36,22.05,18.98,17.03,9.16,1.03,33.76,1.84,1.94,0.63,,0.98,1.08,25.24,49.58,0.48,191.08,0.0,0.0,174.19,753.54,0.05
2024-03-17,102.62,286.2,9.55,23.01,19.52,17.29,9.77,1.2,38.4,2.06,1.71,0.59,,0.91,0.86,24.97,51.94,0.55,209.57,0.0,0.0,190.3,753.54,0.05
2024-03-18,113.04,310.06,9.8,25.42,21.02,18.23,9.86,1.26,38.5,2.03,1.84,0.6,,0.97,0.94,24.69,52.52,0.43,185.73,0.0,0.0,149.44,753.27,0.05
2024-03-19,102.55,245.7,6.6,22.54,16.92,19.62,9.96,1.0,32.74,1.72,1.6,0.58,,0.78,0.86,23.07,64.87,0.56,168.86,0.09,0.09,97.25,753.18,0.05
2024-03-20,35.25,93.43,5.92,17.8,13.91,21.35,8.43,0.61,32.51,1.41,1.21,0.53,,0.63,0.7,19.36,85.38,0.82,151.63,0.13,0.12,33.82,753.32,0.05
2024-03-21,42.62,110.7,7.21,17.68,14.89,21.07,9.2,0.77,32.32,1.43,1.47,0.55,,0.76,0.76,20.29,82.7,0.63,126.82,0.01,0.01,158.9,753.49,0.05
2024-03-22,87.43,227.26,9.8,20.35,18.43,20.84,8.04,0.96,27.94,1.66,1.77,0.64,,0.98,0.95,22.12,76.74,0.4,196.02,0.0,0.0,164.89,753.01,0.05
2024-03-23,93.95,256.12,7.82,21.22,17.28,21.25,6.56,0.97,31.03,1.66,1.72,0.61,,0.88,0.88,24.62,66.82,0.54,176.38,0.0,0.0,187.38,752.66,0.05
2024-03-24,92.66,205.92,5.04,15.64,12.06,20.25,5.98,0.83,33.8,1.65,1.33,0.54,,0.67,0.72,24.4,78.06,0.82,108.99,0.0,0.0,167.98,753.01,0.04
2024-03-25,116.14,232.86,5.36,15.8,12.4,20.87,6.44,1.16,34.6,1.78,1.47,0.55,,0.76,0.75,24.24,83.06,0.71,122.73,0.0,0.0,141.61,753.03,0.04
2024-03-26,80.91,186.99,5.19,14.63,11.64,19.85,5.7,0.7,34.69,1.62,1.41,0.56,,0.77,0.77,26.56,65.76,0.79,167.42,0.0,0.0,192.58,753.15,0.05
2024-03-27,52.83,137.26,4.92,13.63,10.89,19.58,5.9,0.69,33.51,1.48,1.13,0.49,,0.6,0.61,26.03,65.85,1.0,118.16,0.0,0.0,194.86,753.41,0.04
2024-03-28,54.83,142.44,5.24,13.46,11.06,19.57,6.7,0.69,36.88,1.46,1.09,0.48,,0.59,0.6,25.91,66.44,1.22,108.46,0.0,0.0,178.0,753.07,0.03
2024-03-29,78.72,184.48,5.47,15.76,12.48,20.88,6.83,0.92,31.55,1.38,1.27,0.5,,0.68,0.64,26.96,65.16,0.74,124.87,0.0,0.0,170.03,752.85,0.05
2024-03-30,94.5,242.33,4.78,17.24,11.66,31.72,6.06,0.89,42.14,1.21,1.5,0.55,,0.8,0.73,28.88,57.22,0.58,143.47,0.0,0.0,163.2,752.89,0.04
2024-03-31,69.74,190.9,4.28,16.51,11.92,50.5,5.75,0.55,36.53,1.01,1.14,0.51,,0.6,0.62,29.55,47.35,0.88,214.84,0.0,0.0,175.34,752.7,0.06
2024-04-01,79.48,246.29,5.17,16.9,12.85,45.23,6.13,0.59,33.83,1.19,1.21,0.52,,0.63,0.63,29.16,34.3,1.1,229.11,0.0,0.0,196.31,752.22,0.08
2024-04-02,77.49,231.58,4.54,17.63,12.67,42.48,6.77,0.59,34.23,1.08,1.14,0.5,,0.6,0.62,28.29,30.17,0.96,223.79,0.0,0.0,203.6,752.28,0.07
2024-04-03,72.87,225.87,5.16,20.03,14.45,44.35,7.78,0.75,29.39,1.38,1.42,0.54,,0.73,0.69,29.33,29.65,0.86,223.95,0.0,0.0,204.0,752.51,0.07
2024-04-04,98.41,287.46,8.66,23.96,19.41,42.03,8.38,0.97,33.05,1.37,1.68,0.66,,0.94,0.84,30.19,32.11,0.56,207.65,0.0,0.0,175.92,752.34,0.05
2024-04-05,93.5,282.37,7.22,21.59,16.96,32.95,8.26,0.85,47.02,1.89,1.94,0.64,,0.95,0.87,31.1,29.82,0.75,233.93,0.0,0.0,185.97,752.24,0.06
2024-04-06,80.13,260.32,4.94,19.31,12.52,29.07,7.56,0.69,49.48,1.53,1.58,0.51,,0.8,0.77,30.22,28.76,0.74,230.54,0.0,0.0,127.75,752.15,0.06
2024-04-07,78.97,278.26,4.29,15.68,11.48,29.4,8.45,0.64,56.3,1.04,1.17,0.52,,0.61,0.63,29.85,28.17,0.84,239.35,0.0,0.0,114.05,752.22,0.05
2024-04-08,64.09,207.38,7.05,24.4,18.26,32.76,9.51,0.96,30.52,1.01,1.33,0.55,,0.8,0.68,29.25,33.39,0.64,210.98,0.0,0.0,155.12,752.62,0.04
2024-04-09,80.14,207.15,10.33,21.4,19.39,32.5,10.91,1.06,31.61,1.25,1.97,0.78,,1.2,1.11,29.47,34.56,0.68,219.54,0.0,0.0,184.02,752.88,0.05
2024-04-10,115.94,277.86,12.47,24.9,22.68,35.41,8.03,1.21,31.81,1.27,2.18,0.8,,1.35,1.21,29.72,30.37,0.52,196.0,0.0,0.0,168.83,752.89,0.05
2024-04-11,116.41,307.26,7.01,22.41,17.21,31.52,8.47,0.91,36.27,1.14,1.54,0.61,,0.89,0.85,29.68,35.29,0.55,153.2,0.0,0.0,169.65,753.02,0.04
2024-04-12,82.14,241.51,4.33,15.87,11.61,26.91,8.2,0.85,49.69,0.94,1.25,0.52,,0.66,0.65,28.42,42.86,0.8,135.18,0.0,0.0,158.52,753.06,0.04
2024-04-13,127.24,297.99,5.76,22.09,16.05,32.69,7.26,1.22,48.06,1.38,1.92,0.62,,0.98,0.89,29.66,46.52,0.44,153.11,0.0,0.0,168.83,752.97,0.04
2024-04-14,108.25,263.86,7.73,18.83,15.93,32.01,6.88,1.08,45.33,1.28,1.81,0.64,,1.0,0.96,30.7,42.96,0.47,166.52,0.0,0.0,154.16,752.92,0.04
2024-04-15,114.15,291.43,14.99,23.92,24.49,42.95,6.98,1.38,45.89,1.38,2.1,0.69,,1.19,1.06,31.63,41.7,0.56,215.76,0.0,0.0,176.64,752.79,0.05
2024-04-16,87.07,252.81,6.17,19.14,14.84,32.03,6.45,0.7,43.09,1.17,1.41,0.57,,0.79,0.79,32.99,32.54,0.97,239.61,0.0,0.0,182.86,752.38,0.08
2024-04-17,114.4,270.31,5.0,18.18,13.37,29.32,7.03,0.63,48.49,1.13,1.22,0.51,,0.69,0.68,31.92,27.55,0.86,242.76,0.0,0.0,195.33,752.2,0.07
2024-04-18,128.53,305.72,4.96,18.27,13.4,29.17,7.77,0.63,43.48,1.09,1.16,0.51,,0.62,0.66,31.18,24.9,0.91,232.99,0.0,0.0,191.24,752.07,0.07
2024-04-19,128.97,319.07,5.88,18.1,14.08,27.18,6.04,0.69,39.41,1.1,1.56,0.52,,0.66,0.69,32.56,28.23,0.95,237.95,0.0,0.0,186.08,751.58,0.07
2024-04-20,90.28,256.24,6.28,19.0,14.93,27.08,6.4,0.63,48.78,1.01,1.34,0.5,,0.64,0.66,33.41,25.12,1.03,247.57,0.0,0.0,194.51,751.57,0.07
2024-04-21,95.75,276.99,4.98,16.26,12.53,24.33,7.14,0.62,46.63,0.99,0.92,0.39,,0.62,0.61,32.91,21.6,0.92,243.9,0.0,0.0,184.04,751.84,0.07
2024-04-22,100.68,247.76,5.01,17.9,13.3,27.55,8.64,0.73,50.58,1.01,1.08,0.47,,0.57,0.56,31.26,28.98,0.76,228.43,0.0,0.0,124.95,752.06,0.07
2024-04-23,81.66,224.44,6.98,20.62,16.34,29.5,9.16,0.83,41.58,1.24,1.38,0.48,,0.85,0.68,32.47,31.9,0.88,232.64,0.0,0.0,192.42,751.99,0.06
2024-04-24,87.53,224.86,5.55,19.09,14.39,26.32,7.76,0.68,48.74,1.4,1.42,0.5,,0.76,0.69,32.64,28.44,0.9,239.18,0.0,0.0,193.95,751.98,0.07
2024-04-25,97.42,272.28,6.92,22.9,17.4,28.58,8.59,0.86,47.86,0.98,1.31,0.52,,0.77,0.7,32.52,22.8,0.98,239.29,0.0,0.0,201.6,752.06,0.07
2024-04-26,106.25,308.95,8.64,25.04,19.66,32.61,10.86,1.02,43.95,0.85,1.19,0.5,,0.73,0.81,32.71,23.12,0.86,230.51,0.0,0.0,200.26,751.97,0.06
2024-04-27,71.45,225.35,5.48,18.48,14.01,29.04,8.7,0.69,45.79,0.78,1.0,0.47,,0.58,0.7,34.23,24.41,1.02,247.53,0.0,0.0,186.25,752.04,0.07
2024-04-28,85.99,230.28,5.0,16.51,12.57,26.34,8.4,0.78,46.4,0.78,0.93,0.42,,0.51,0.6,33.92,25.84,1.04,245.24,0.0,0.0,180.75,752.0,0.08
2024-04-29,101.96,271.87,5.7,22.61,16.25,28.54,10.12,0.93,45.12,0.99,1.11,0.47,,0.62,0.61,33.68,22.48,0.94,234.32,0.0,0.0,193.31,752.1,0.07
2024-04-30,120.15,293.34,5.85,24.09,17.21,27.92,10.91,0.91,49.02,1.03,1.12,0.48,,0.62,0.62,34.62,20.8,1.09,245.01,0.0,0.0,192.92,751.5,0.07
2024-05-01,102.19,258.94,5.21,20.67,14.59,26.76,9.53,0.76,51.75,1.26,1.24,0.5,,0.6,0.58,32.74,18.36,1.07,247.09,0.0,0.0,196.7,751.45,0.07
2024-05-02,102.76,260.37,4.97,23.6,16.31,28.75,8.94,0.86,51.02,1.43,1.31,0.52,,0.61,0.61,30.92,18.23,1.13,248.58,0.0,0.0,201.82,751.74,0.07
2024-05-03,118.89,259.99,9.38,34.11,25.29,31.15,11.83,1.3,42.63,2.1,2.82,0.69,,0.87,0.95,30.48,22.52,0.62,215.68,0.0,0.0,203.82,752.15,0.06
2024-05-04,168.8,354.12,11.87,40.03,30.4,35.98,13.34,1.56,51.1,2.07,3.14,0.84,,0.9,1.12,30.77,28.11,0.49,188.13,0.0,0.0,157.38,752.05,0.05
2024-05-05,138.88,314.52,5.3,24.49,17.06,35.35,11.11,1.24,46.04,1.3,2.02,0.65,,0.73,0.79,31.16,43.22,0.7,154.56,0.0,0.0,163.24,751.58,0.04
2024-05-06,66.89,198.98,4.98,15.95,12.12,18.64,6.69,0.82,32.71,0.94,1.02,0.49,,0.54,0.52,27.81,63.99,1.72,96.26,0.0,0.0,172.76,752.1,0.01
2024-05-07,59.94,202.8,5.99,19.71,15.08,21.44,7.17,0.74,34.19,1.06,1.02,0.55,,0.64,0.58,26.23,67.83,1.84,99.2,0.13,0.13,165.69,752.71,0.01
2024-05-08,35.67,87.01,9.09,24.78,19.76,21.39,5.91,0.72,40.11,1.15,1.12,0.72,,0.9,0.8,26.2,70.68,1.34,105.47,0.0,0.0,199.1,752.88,0.03
2024-05-09,42.77,119.77,34.36,48.62,25.42,24.51,5.67,0.8,39.15,1.26,1.33,0.62,,0.79,0.72,24.97,74.59,1.11,100.68,0.0,0.0,80.24,752.5,0.04
2024-05-10,47.71,110.02,36.45,48.05,32.66,20.09,6.68,0.82,43.92,1.17,1.24,0.57,,0.77,0.7,27.2,64.91,1.24,102.97,0.0,0.0,191.74,752.66,0.03
2024-05-11,65.77,142.68,19.14,13.59,13.82,20.07,6.44,0.88,42.43,1.31,1.3,0.65,,0.84,0.71,29.05,63.24,1.18,113.99,0.0,0.0,190.73,752.65,0.03
2024-05-12,55.88,129.58,15.34,10.85,12.54,20.4,6.14,0.68,44.4,1.24,1.12,0.66,,0.96,0.69,28.38,63.98,1.25,106.75,0.0,0.0,198.7,752.86,0.02
2024-05-13,53.12,133.04,8.79,19.44,13.24,20.42,6.11,0.77,43.28,1.09,1.08,0.58,,0.73,0.66,28.8,60.93,1.02,108.3,0.0,0.0,176.96,752.78,0.03
2024-05-14,86.21,180.05,3.71,16.69,11.34,19.35,6.64,0.97,51.77,1.03,1.45,0.64,,0.77,0.73,31.22,56.56,0.65,139.82,0.0,0.0,191.62,752.66,0.04
